PIT_TAG_#,DATE,TIME,RESEARCHER,RECAPTURE,SPECIES,WEATHER,CLOUD_COVE,WIND,AIR_TEMP,GROUND_TEM,BEHAVIOUR,MACRO_HABI,MICRO_HABI,LOCATION,EASTING,NORTHING,DEN_SITE,COMMENTS,PILLOW_CAS,SVL,VTL,S+B,BAG,MASS,SEX,AGE_CLASS,GRAVID,PHOTO_#,REL_DATE,REL_TIME,REL_RESEAR,REL_LOCATI,DAYS_IN_CA
0a13677577,8/8/2014,09:36:08,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,4/9,Breeze,22.9,22.8,Basking,CONSTRUCTION SITE,grass near sagebrush,north dev site fence,322656.307,5434875.119,,not processed. has not shed,30,0.0,0.0,0.0,0.0,0.0,Male,Sub-Adult,N/A,,8/8/2014,9:35,JRM & JMM,same as capture,0
0a180d6006,8/8/2014,09:44:13,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,4/9,Breeze,22.9,22.8,Basking,CONSTRUCTION SITE,under antelopebrush,north dev site fence,322653.6748,5434875.755,,,30,52.8,3.0,254.0,128.0,126.0,Female,Adult,No,100-0103,8/8/2014,9;53,JRM & JMM,same as capture,0
4c3b480f50,8/8/2014,10:40:37,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,site 79,321363.2931,5434513.264,,,79,58.2,3.4,259.0,98.0,161.0,Female,Adult,No,100-0109,8/8/2014,15:00,JRM & JMM,high desert,0
too small,8/10/2014,13:20:35,Other,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CONSTRUCTION SITE,,phase 3 devsite b/w unit 12/13,322655.6607,5434772.997,,,ab,0.0,0.0,0.0,0.0,0.0,,Baby,N/A,,8/11/2014,13:00,JRM & JMM,outside fence,1
0a180d5f3a,8/11/2014,09:55:02,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,8/9,No wind,26.7,25.0,Coiled,GOLF COURSE,under antelopebrush,tee 5,322530.0305,5434685.671,,coiled with male,ps i love you,58.2,3.7,302.0,105.0,197.0,Female,Adult,No,100-0113,8/11/2014,12:50,JRM & JMM,same as Capture,0
0a180d5f39,8/11/2014,10:12:27,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny/Cloudy,7/9,No wind,26.7,25.0,Coiled,GOLF COURSE,antelopebrush,tee box 5,322529.5788,5434683.609,,next to female,43,49.5,4.5,225.0,84.0,141.0,Male,Sub-Adult,N/A,100-0116,8/11/2014,12:50,JRM & JMM,same as capture,0
0a180d600e,8/11/2014,10:46:08,JRM & JMM,TRUE,GOPHER SNAKE,Sunny/Cloudy,7/9,No wind,29.2,30.0,Moving,GOLF COURSE,cart path,3rd teebox,322293.2373,5434899.211,,,26,86.6,15.5,345.0,99.0,246.0,Male,Adult,N/A,100-0117,8/11/2014,12:45,JRM & JMM,same as capture,0
485e513965,8/11/2014,20:29:45,JRM & JMM,TRUE,N. P. RATTLESNAKE,Cloudy,9/9,No wind,24.1,25.6,Coiled,GOLF COURSE,under antelopebrush,edge 7th fairway,322652.5943,5434891.946,,,ab,62.9,5.3,332.0,113.0,219.0,Male,Adult,N/A,100-0122,8/11/2014,,,,0
4c3b6d7f5b,8/11/2014,21:17:28,JRM & JMM,FALSE,N. P. RATTLESNAKE,,,No wind,25.3,27.6,Moving,RESIDENTIAL/COMMERCIAL,road surface,on fairview drive,322433.8881,5434452.968,,after dark,43,67.1,4.1,340.0,85.0,255.0,Female,Adult,No,100-0123,8/14/2014,10:40,JRM & JMM,shrubd off road,3
0a180d5f48,8/8/2014,18:45:16,CG Staff,TRUE,GOPHER SNAKE,,,,0.0,0.0,,CAMPGROUND,,north washroom,321347.9582,5435310.43,,,7,85.0,14.7,342.0,113.0,229.0,Male,Adult,N/A,100-0120,8/12/2014,11:30,JRM & JMM,village,4
0a180d5f33,8/12/2014,08:19:29,JRM & JMM,FALSE,GOPHER SNAKE,Cloudy,9/9,No wind,22.3,23.3,Basking,SHRUB STEPPE,beside fence,above sub stn,322777.4861,5434610.022,,healed lacerations on neck,36,103.5,16.5,485.0,71.0,414.0,Male,Adult,N/A,100-0118,8/12/2014,8:35,JRM & JMM,same as capture,0
4c3c7f3948,8/13/2014,08:50:49,Interpreters,FALSE,GOPHER SNAKE,,,,0.0,0.0,Basking,PINE STAND,on interp trail,north bench,322239.3384,5435313.265,,,77,58.2,10.7,149.0,81.0,68.0,Male,Juvenile,N/A,100-0127,8/13/2014,14:38,JRM & JMM,same as capture,0
too small,8/13/2014,19:03:39,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,site 121,321471.8517,5434777.12,,,26,0.0,0.0,0.0,0.0,0.0,,Baby,N/A,,8/14/2014,8:00,JRM & JMM,riparian,0
0a180d5f44,8/14/2014,11:04:20,JRM & JMM,FALSE,N. P. RATTLESNAKE,Cloudy,9/9,No wind,0.0,0.0,Moving,SHRUB STEPPE,ope grass and sand,b/w substation and highway,322745.7805,5434516.924,,,ab,47.7,3.1,156.0,104.0,52.0,Male,Juvenile,N/A,100-0129,8/14/2014,11:20,JRM & JMM,same as capture,0
4c133d547d,8/8/2014,10:45:56,CG Staff,TRUE,N. P. RATTLESNAKE,,,,0.0,0.0,,SHRUB STEPPE,gravel road,gate on pumphouse road,321862.3773,5434743.781,,,13,61.0,4.0,302.0,137.0,165.0,Female,Adult,No,100-0112,8/8/2014,15:00,JRM & JMM,high desert,0
too small,8/15/2014,06:50:29,JRM & JMM,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,CG site 189,321340.8351,5435268.976,,,13,0.0,0.0,0.0,0.0,0.0,,Baby,,,8/15/2014,7:00,JRM & JMM,lower riparian,0
471e4c7926,8/15/2014,07:37:12,JRM & JMM,TRUE,N. P. RATTLESNAKE,Drizzle,9/9,No wind,18.8,19.6,Coiled,GOLF COURSE,open grass,btwn fwy 3 and 5,322354.8801,5434850.085,,GEORDI recently caught&hasnt shed,23,0.0,0.0,0.0,0.0,0.0,Male,Adult,N/A,,8/15/2014,7:38,JRM & JMM,same as capture,0
4c3b656c65,8/15/2014,08:06:59,JRM & JMM,FALSE,N. P. RATTLESNAKE,Slight Rain,9/9,No wind,17.3,18.8,Coiled,CONSTRUCTION SITE,sand by fence,inside d site fence,322657.1097,5434860.14,,,7,51.4,3.0,233.0,120.0,113.0,Female,Adult,No,100-0130,8/15/2014,8:20,JRM & JMM,north of dev site,0
4c3c4c517c,8/15/2014,08:46:41,JRM & JMM,FALSE,GOPHER SNAKE,Drizzle,9/9,No wind,18.0,19.6,Coiled,SHRUB STEPPE,tall grass,above sub stn,322773.0292,5434640.923,,,13,62.1,11.7,240.0,148.0,108.0,Male,Sub-Adult,N/A,100-0132,8/15/2014,9:00,JRM & JMM,same as Capture,0
0a180d5f35,8/19/2014,07:47:38,JRM & JMM,TRUE,GOPHER SNAKE,Cloudy,9/9,No wind,23.6,23.6,Coiled,GOLF COURSE,under sagebrush,btwn fwy 5 and 3,322325.1846,5434900.299,,,ps i love you,73.0,12.0,273.0,104.0,169.0,Female,Adult,No,100-0133,8/19/2014,7:55,JRM & JMM,same as capture,0
456a29484f,8/19/2014,08:13:52,JRM & JMM,TRUE,N. P. RATTLESNAKE,Cloudy,9/9,No wind,25.1,25.6,Coiled,GOLF COURSE,under antelopebrush,tee 6,322386.2572,5434925.199,,BOSTON shedding not processed recent cap,8,0.0,0.0,0.0,0.0,0.0,Male,Adult,No,,8/19/2014,8:14,JRM & JMM,same as capture,0
too small,8/19/2014,08:48:57,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny/Cloudy,9/9,Breeze,25.2,25.6,Coiled,GOLF COURSE,under antelopebrush,fwy 5,322478.2191,5434812.661,,,99,0.0,0.0,150.0,128.0,22.0,,Baby,N/A,,8/19/2014,8:49,JRM & JMM,same as capture,0
0a180d5f41,8/19/2014,09:34:54,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny/Cloudy,7/9,No wind,30.3,31.0,Basking,GOLF COURSE,up in antelopebrush,5th tee Box,322524.7788,5434644.385,,next to Lou. going to mate?,99,51.6,3.1,253.0,119.0,134.0,Female,Adult,No,100-0134,8/19/2014,9:47,JRM & JMM,same as capture,0
sighting,8/19/2014,11:29:26,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,5/9,Breeze,35.3,35.1,Coiled,CONSTRUCTION SITE,under Boulder,just n of dev site,322690.7758,5434882.796,,sighting,,0.0,0.0,0.0,0.0,0.0,,Adult,,,8/19/2014,,,,0
too small,8/20/2014,09:38:26,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny/Cloudy,5/9,Strong wind,25.6,25.5,Coiled,CONSTRUCTION SITE,under sagebrush,btwn fwy 7 and dev site,322600.7604,5434789.556,,sighting,,0.0,0.0,0.0,0.0,0.0,,Baby,,,8/20/2014,,,,0
0a180d5f39,8/21/2014,11:32:54,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,5/9,No wind,29.3,29.4,Coiled,GOLF COURSE,rabbit brush,,322540.9247,5434725.357,,not processed about to mate,14,0.0,0.0,0.0,0.0,0.0,Male,Sub-Adult,N/A,,8/21/2014,11:35,JRM & JMM,same as capture,0
4c3d567c38,8/21/2014,09:15:38,Interpreters,FALSE,GOPHER SNAKE,,,,0.0,0.0,,SHRUB STEPPE,gravel path,bottom chief lookout trail,322258.4861,5435219.378,,,43,46.7,8.0,126.0,84.0,42.0,Female,Juvenile,No,100-0135,8/23/2014,10:30,JRM & JMM,same as capture,2
0a180d5f3a,8/25/2014,11:16:09,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,4/9,No wind,28.1,28.3,Coiled,GOLF COURSE,sagebrush,fwy 5,322514.1384,5434748.732,,caught recent not processed,26,0.0,0.0,0.0,0.0,0.0,Female,Adult,,,8/25/2014,11:19,JRM & JMM,same as capture,0
4a4d791d00,8/25/2014,11:34:31,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,3/9,Breeze,29.2,29.4,Basking,GOLF COURSE,under sagebrush,fwy 7,322539.0625,5434719.58,,,ps i love you,63.2,3.8,367.0,105.0,262.0,Female,Adult,No,100-0137,8/25/2014,11:44,JRM & JMM,same as capture,0
445e1b2963,8/26/2014,11:45:27,Interpreters,TRUE,N.P. RATTLESNAKE,,,,0.0,0.0,,SHRUB STEPPE,under canoe,gallery,322119.2237,5434974.558,,R2D2,30,66.6,5.8,366.0,128.0,238.0,Male,Adult,N/A,100-0138,8/26/2014,14:30,JRM & JMM,high desert,0
4c3c0a0d2d,8/27/2014,09:08:58,JRM & JMM,FALSE,GOPHER SNAKE,Sunny,0/9,No wind,24.9,21.5,Moving,CONSTRUCTION SITE,open sand at fence,NE dev site fence,322751.503,5434767.228,,,44,40.7,6.5,133.0,103.0,30.0,Female,Juvenile,No,none,8/27/2014,9:22,JRM & JMM,same as capture,0
4c3d4f7746,8/28/2014,07:01:26,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny/Cloudy,7/9,No wind,19.6,19.1,Moving,SHRUB STEPPE,under antelopebrush,east of spadefoot pond,322174.4961,5435028.339,,before sunrise,7,47.7,4.2,228.0,114.0,114.0,Male,Sub-Adult,N/A,100-0139,8/28/2014,7:14,JRM & JMM,same as capture,0
0a13654b5c,8/29/2014,08:31:41,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,2/9,No wind,19.5,19.2,Coiled,GOLF COURSE,open sand/grass,along fairway 5,322474.5339,5434739.497,,capture history says female,23,64.5,5.9,394.0,100.0,294.0,Male,Adult,N/A,100-0140,8/29/2014,15:00,JRM & JMM,same as captue,0
4c3b6e2822,9/2/2014,10:50:40,JRM & JMM,FALSE,N. P. RATTLESNAKE,Cloudy,9/9,Breeze,22.5,25.6,Coiled,CONSTRUCTION SITE,open ground,N dev fence b/w hole 7 and fen,322645.4282,5434870.618,,,ps i love you,60.6,4.2,270.0,104.0,166.0,Female,Adult,No,100-0145,9/2/2014,15:26,JRM & JMM,same as capture,0
4a6b3c5330,9/2/2014,11:04:44,JRM & JMM,TRUE,N. P. RATTLESNAKE,Cloudy,9/9,Breeze,24.4,25.5,Coiled,CONSTRUCTION SITE,sand along femce,N dev site fence outside,322641.4937,5434854.045,,,77,55.0,3.5,183.0,82.0,101.0,Female,Adult,No,100-0146,9/2/2014,15:26,JRM & JMM,same as capture,0
4a6c546200,9/2/2014,11:06:40,JRM & JMM,TRUE,N. P. RATTLESNAKE,Cloudy,9/9,Breeze,24.5,25.5,Coiled,CONSTRUCTION SITE,open ground at fence,N dev site fence outside,322645.1694,5434860.831,,,8,54.0,3.7,241.0,89.0,152.0,Female,Adult,No,100-0147,9/2/2014,15:25,JRM & JMM,same as capture,0
485f5b1263,8/30/2014,13:49:38,CG Staff,FALSE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,site #5,321593.0903,5434636.072,,,14,68.7,5.7,373.0,83.0,290.0,Male,Adult,N/A,100-0142,9/2/2014,8:00,JRM & JMM,high desert,2
0a180d5f69,8/30/2014,17:20:13,CG Staff,TRUE,N. P. RATTLESNAKE,,,,0.0,0.0,,RESIDENTIAL/COMMERCIAL,,helipad,321788.6421,5434551.046,,,99,58.5,3.9,276.0,117.0,159.0,Female,Adult,No,100-0144,9/2/2014,15:06,JRM & JMM,high desert,2
4c3d616d61,9/5/2014,15:36:41,Interpreters,FALSE,,,,,0.0,0.0,Moving,RESIDENTIAL/COMMERCIAL,open grass,gallery,322133.1768,5434961.071,,,30,89.1,16.0,412.0,129.0,283.0,Male,Adult,N/A,100-0143,9/2/2014,9:00,JRM & JMM,high desert,4
4556780767,9/4/2014,15:50:41,CG Staff,TRUE,N. P. RATTLESNAKE,,,,0.0,0.0,,CAMPGROUND,,staff trailers,321503.942,5434726.821,,,43,60.6,3.4,233.0,83.0,150.0,Female,Adult,No,100-0148,9/6/2014,14:25,JRM & JMM,high desert,2
4c3b77661c,9/6/2014,09:41:37,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,0/9,No wind,20.8,20.7,Coiled,GOLF COURSE,under sagebrush,along 5th fairway,322437.8322,5434787.01,,recap but no PIT tag,ab,54.4,3.1,344.0,103.0,241.0,Female,Adult,Yes,100-0149,9/6/2014,14:46,JRM & JMM,near capture,0
4c3c1e4a39,9/6/2014,09:55:13,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,24.8,24.4,Moving,GOLF COURSE,under antelope brush,b/w fairway 4 and 5,322440.7968,5434761.11,,,7,35.6,2.3,176.0,110.0,66.0,Female,Juvenile,No,100-0150,9/6/2014,14:46,JRM & JMM,near capture,0
0a180d5f3a,9/8/2014,09:09:25,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,7/9,No wind,21.0,21.5,Other,GOLF COURSE,under atelope brush,adjacent 5th teebox,322527.8843,5434707.632,,captured same area before,99,56.6,3.5,363.0,118.0,245.0,Female,Adult,No,100-0151,9/8/2014,9:18,JRM & JMM,same as capture,0
0a13677621,9/9/2014,14:02:37,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny,1/9,Strong wind,23.1,24.3,Moving,GOLF COURSE,cart path,9th tee box,322532.2985,5434542.935,,,23,59.8,4.0,364.0,100.0,264.0,Female,Adult,No,100-0153,9/9/2014,14:13,JRM & JMM,near capture,0
0a180d5f4f,9/9/2014,15:05:57,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,1/9,Breeze,23.1,24.1,Coiled,CONSTRUCTION SITE,beside snake fence,NW dev site fence. outside,322639.0449,5434844.105,,next to male,43,60.3,5.1,263.0,84.0,179.0,Male,Adult,N/A,100-0155,9/9/2014,15:28,JRM & JMM,near capture,0
4c3b656c65,9/9/2014,15:08:15,JRM & JMM,FALSE,N. P. RATTLESNAKE,Sunny,1/9,Breeze,23.3,24.1,Coiled,CONSTRUCTION SITE,beside snake fence,NW dev fence. outside,322639.495,5434843.251,,next to male,14,50.9,3.6,210.0,82.0,128.0,Female,Adult,No,100-0154,9/9/2014,15:19,JRM & JMM,near capture,0
0a13654b5c,9/11/2014,10:39:13,JRM & JMM,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,0/9,Breeze,17.3,17.0,Basking,SHRUB STEPPE,under overhang rock,gulley N of hole 6,322585.1745,5435079.016,,not processed captured 2 weeks ago,ab,0.0,0.0,0.0,0.0,0.0,Male,Adult,N/A,none,9/11/2014,16:12,JRM & JMM,same as capture,0
sighting,9/11/2014,14:37:21,JRM & JXS,TRUE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,24.0,23.5,Coiled,CONSTRUCTION SITE,under boulder,N dev fence,322691.7284,5434885.549,,blue bell paint,,0.0,0.0,0.0,0.0,0.0,,,,,9/11/2014,,,,0
4c3d2a4f13,9/15/2014,10:26:43,JRM & JXS,FALSE,GOPHER SNAKE,Sunny,0/9,No wind,19.0,18.1,Basking,GOLF COURSE,open tall grass,edge 7th fairway,322621.0364,5434958.979,,very skinny,7,85.2,13.7,274.0,112.0,172.0,Female,Adult,No,100-0156,9/15/2014,10:39,JRM & JMM,same as capture,0
4a1d060a3e,9/16/2014,14:30:53,JRM & JXS,TRUE,N. P. RATTLESNAKE,Sunny,0/9,No wind,32.5,27.8,Moving,CONSTRUCTION SITE,tall grass,5 m from snake fende,322634.6168,5434849.007,,b/w fence and 7th fairway,ab,57.5,5.0,280.0,100.0,180.0,Male,Sub-Adult,No,100-0157,9/16/2014,14:39,JRM & JXS,same as capture,0
too small,9/16/2014,15:48:32,JRM & JXS,FALSE,N. P. RATTLESNAKE,Sunny,2/9,Breeze,30.6,31.4,Coiled,SHRUB STEPPE,under rock overhang,upslope dev fence 25m,322786.2172,5434690.568,,,,0.0,0.0,0.0,0.0,0.0,,Baby,No,,9/16/2014,15:50,JRM & JXS,same as capture,0
4a6c1f5f47,9/18/2014,12:18:04,JRM & JXS,TRUE,N. P. RATTLESNAKE,Drizzle,9/9,No wind,0.0,0.0,Moving,CONSTRUCTION SITE,tall grass,shrubs near dev site entrance,322630.1192,5434548.24,,,23,57.5,3.9,331.0,97.0,0.0,Female,Adult,No,100-0159,9/18/2014,12:26,JRM & JXS,near capture,0
4a6c546200,9/19/2014,11:01:02,JRM & JXS,TRUE,N. P. RATTLESNAKE,Sunny/Cloudy,6/9,No wind,24.8,24.8,Coiled,CONSTRUCTION SITE,against snake fence,permanent fence outside,322642.6148,5434850.844,,captured near site 2 weeks before,44,54.3,3.5,255.0,102.0,153.0,Female,Adult,No,100-0160,9/19/2014,11:07,JRM & JXS,near capture,0
4c3c007f2d,9/19/2014,16:57:21,JRM & JXS,FALSE,GOPHER SNAKE,Sunny/Cloudy,5/9,Breeze,30.6,28.4,Basking,SHRUB STEPPE,tall open grasd,edge of trail near 1st shelter,322083.3861,5435136.231,,very skinny,14,72.3,11.0,167.0,83.0,84.0,Female,Adult,No,100-0161,9/19/2014,17:09,JRM & JXS,same as caoture,0
4c3c120c35,9/20/2014,11:44:12,JRM & JXS,FALSE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,23.0,21.6,Moving,ROCK PILE/SLIDE,under small rocks,20m south den 6 mouth,322946.3107,5435283.563,den 6,,ab,59.2,3.5,262.0,102.0,160.0,Female,Adult,No,100-0162,9/20/2014,11:58,JRM & JXS,same as capture,0
4c3c5a0566,9/20/2014,17:11:40,JRM & JXS,FALSE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,26.0,23.5,Basking,CONSTRUCTION SITE,tall weeds,north end perm fence outside,322645.6843,5434850.862,,,43,40.0,3.2,151.0,83.0,68.0,Male,Juvenile,No,100-0170,9/20/2014,17:36,JRM & JXS,same as capture,0
4c3c007903,9/20/2014,18:09:18,JRM & JXS,FALSE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,24.7,24.8,Coiled,SHRUB STEPPE,open sand,N high desert,321841.2988,5435324.372,,,43,59.5,4.4,298.0,83.0,215.0,Female,Adult,No,100-0171,9/20/2014,16:10,JRM & JXS,near capture,1
4462123422,9/20/2014,18:20:45,JRM & JXS,TRUE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,25.3,25.1,Coiled,SHRUB STEPPE,undrr antelopebrush,N high desert,321803.2836,5435277.062,,,7,56.3,4.0,256.0,113.0,143.0,Female,Adult,No,100-0172,9/21/2014,16:10,JRM & JXS,near capture,1
4c3c174412,9/21/2014,18:34:23,JRM & JXS,FALSE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,27.9,26.2,Moving,SHRUB STEPPE,open grass,N high desert,321776.4001,5435345.074,,caught after dundown,44,52.3,3.6,234.0,101.0,133.0,Female,Adult,No,100-0173,9/22/2014,18:00,JRM & JXS,near capture,1
4c3b6f5c28,9/22/2014,10:22:13,JRM & JXS,FALSE,N. P. RATTLESNAKE,Cloudy,7/9,Breeze,21.6,23.1,Moving,SHRUB STEPPE,open grass,50 m below suresh den,322938.747,5434810.966,,stuck out hemipene. was removed,26,45.7,4.8,176.0,102.0,74.0,Male,Juvenile,No,100-0174,9/22/2014,14:00,JRM & JXS,same as capture,4
4c3d264c5f,9/23/2014,14:48:30,JRM & JXS,FALSE,N. P. RATTLESNAKE,Cloudy,9/9,Strong wind,20.5,21.1,Coiled,ROCK PILE/SLIDE,in rock crack,den 10,322525.4765,5435787.457,10,,23,79.7,6.3,632.0,98.0,534.0,Male,Adult,N/A,100-0177,9/23/2014,15:08,JRM & JXS,same as capture,0
0a180d6006,9/29/2014,14:50:26,JRM & JXS,TRUE,N. P. RATTLESNAKE,Cloudy,8/9,No wind,24.4,25.2,Coiled,CONSTRUCTION SITE,under antelopebrush,20 m N dev fence,322689.193,5434886.053,,recentley fed,14,51.6,3.2,208.0,82.0,126.0,Female,Adult,No,100-0178,9/29/2014,14:57,JRM & JXS,same as capture,0
4c3c746f45,9/30/2014,09:36:46,JRM & JXS,TRUE,N. P. RATTLESNAKE,Sunny,4/9,Breeze,18.0,18.2,Coiled,SHRUB STEPPE,in crack in rock,50m upslope sub stn,322817.1143,5434642.101,,lost original PIT tag,44,57.3,3.7,236.0,100.0,136.0,Female,Adult,No,100-0180,9/30/2014,9:54,JRM & JXS,same as capture,0
0a180d5f7c,9/30/2014,13:48:29,JRM & JXS,TRUE,GOPHER SNAKE,Sunny/Cloudy,7/9,Slight wind,24.7,24.6,Coiled,ROCK PILE/SLIDE,under dead log,N end of trail,322277.051,5435282.926,,,ab,79.0,14.9,306.0,103.0,203.0,Male,Adult,N/A,100-0182,9/30/2014,13:55,JRM & JXS,same as capture,0
0a13677626,10/1/2014,14:14:19,JRM & JXS,TRUE,N. P. RATTLESNAKE,Sunny,2/9,Breeze,23.7,25.3,Basking,ROCK PILE/SLIDE,ontop of boulder,100m below den 6,322745.0742,5435283.181,,,8,54.4,3.4,174.0,87.0,94.0,Female,Adult,No,100-0183,10/1/2014,14:22,JRM & JXS,same as capture,0
0a180d6000,10/2/2014,11:02:24,JRM & JXS,TRUE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,17.5,17.8,Basking,RIPARIAN,open ground,bottin rancher cr gulley,322395.4285,5435464.849,,,23,57.0,4.3,282.0,98.0,184.0,,Adult,,100-0184,10/2/2014,11:09,JRM & JXS,same as capture,0
0a180d5f6a,10/2/2014,11:52:20,JRM & JXS,FALSE,N. P. RATTLESNAKE,Sunny,0/9,Breeze,20.5,19.9,Basking,ROCK PILE/SLIDE,under rock overhang,15 m down fron den 10,322520.4909,5435781.468,den 10,,7,84.7,7.1,657.0,110.0,547.0,Male,Adult,N/A,100-0185,10/2/2014,12:09,JRM & JXS,same as Capture,0
4c3d38721a,10/7/2014,11:59:07,JRM & JXS,FALSE,N. P. RATTLESNAKE,Sunny,1/9,No wind,25.0,21.3,Coiled,SHRUB STEPPE,against boulder,gulley above runaway lane,322931.7939,5434576.064,,coiled with Bure,77,56.8,3.3,277.0,81.0,196.0,Female,Adult,No,100-0186,10/7/2014,12:15,JRM & JXS,same as caoture,0
4c3c0b5d3e,10/8/2014,11:55:25,JRM & JXS,FALSE,N. P. RATTLESNAKE,Cloudy,9/9,No wind,22.3,24.2,Moving,ROCK PILE/SLIDE,open ground,Den 10,322521.9708,5435783.809,Den 10,skinny,26,0.0,0.0,240.0,97.0,0.0,Female,Adult,No,100-0188,10/8/2014,12:14,JRM & JXS,same as capture,0
4c3c044d68,10/8/2014,12:17:44,JRM & JXS,FALSE,N. P. RATTLESNAKE,Cloudy,9/9,No wind,21.6,23.7,Coiled,ROCK PILE/SLIDE,in crack of rock,Den 10,322522.3592,5435785.993,Den 10,,8,0.0,0.0,336.0,89.0,0.0,Male,Adult,N/A,100-0189,10/8/2014,12:31,JRM & JXS,same as capture,0